,AL.oldAL1,AL.oldAL2,CR.oldCR1,CR.oldCR2
Pcp4l1,1211,552,1401,2465
Nr1i3,3,0,2,2
Tomm40l,33,56,32,56
Apoa2,4,10,8,15
Fcer1g,7,11,1,9
Ndufs2,91,152,85,173
Adamts4,3,0,0,0
B4galt3,185,160,147,299
Ppox,107,106,93,175
Gm57119,4,2,4,6
Usp21,81,117,83,184
Ufc1,172,216,187,321
Gm20045,18,42,24,29
Dedd,91,111,77,116
Nit1,92,125,81,152
Pfdn2,194,122,232,416
Klhdc9,1,4,3,4
Nectin4,11,5,4,8
Arhgap30,33,25,1,3
Usf1,97,72,99,149
Tstd1,4,3,5,4
Gm26641,21,37,22,28
F11r,179,164,143,253
B930036N10Rik,13,15,29,26
Alyref2,10,15,10,14
Cd244a,1,0,0,0
Ly9,7,2,0,0
Slamf7,10,23,1,1
Cd48,4,14,0,1
Slamf1,16,10,8,14
Cd84,22,25,2,7
Slamf6,14,33,0,5
Vangl2,19,16,8,25
Ncstn,177,225,252,405
Copa,1610,2226,1877,3776
Gm37756,1,5,9,10
Pex19,80,104,81,160
Dcaf8,821,1128,977,1886
Pea15a,59,131,114,212
Casq1,2,0,3,8
Gm17224,4,0,3,3
Igsf8,16,38,24,40
Atp1a2,1,2,0,3
Kcnj10,0,1,0,3
Gm57172,3,0,2,1
Pigm,73,77,75,135
Slamf9,0,0,0,0
Igsf9,30,39,29,69
Tagln2,97,100,163,239
Cfap45,7,15,17,23
4933439K11Rik,4,17,4,13
Vsig8,0,1,1,1
Slamf8,0,0,0,1
Dusp23,2,21,5,3
Crp,2,4,1,3
Cadm3,0,0,0,2
Aim2,14,28,0,8
Ifi206,13,2,1,1
Ifi213,13,2,0,0
Ifi209,10,8,0,0
Ifi208,0,1,0,0
Ifi207,4,2,0,0
Ifi204,1,1,0,0
Mndal,64,37,0,6
Ifi211,0,0,0,0
Ifi203,15,16,0,5
Ifi205,1,0,0,0
Fmn2,6599,7201,8081,14479
Grem2,52,34,7,152
Rgs7,4263,4568,3958,8630
Fh1,73,159,85,209
Kmo,13,22,8,22
Opn3,7,12,6,4
Chml,23,23,11,36
Exo1,9,1,2,8
Pld5,370,371,418,816
Rbm8a2,4,3,4,9
Cep170,1091,1153,1065,2337
Gm36992,9,25,34,41
Sdccag8,1866,2246,1614,3395
Hmga2-ps1,1,0,1,0
Gm15423,3,1,4,2
Akt3,3669,3370,3677,7940
Gm26801,1,2,1,3
Zbtb18,36,53,7,34
1700016C15Rik,0,0,1,1
Adss,341,329,385,659
Catspere1,0,0,1,3
Catspere2,555,664,550,1125
Desi2,1227,1150,1158,3071
B230369F24Rik,37,38,40,139
Cox20,47,44,76,81
Hnrnpu,2665,1971,2098,4213
Efcab2,145,126,192,292
Kif26b,0,0,10,16
Smyd3,4653,4879,4886,8635
Tfb2m,124,107,168,239
Cnst,472,442,398,717
Sccpdh,71,63,49,133
Kif28,6,2,2,10
Ahctf1,611,531,469,1085
Cdc42bpa,2612,2479,2471,4898
Coq8a,46,32,29,67
Psen2,128,171,117,280
Gm31728,32,32,31,55
Itpkb,433,406,45,276
Stum,1,0,0,0
Parp1,212,223,177,335
Lin9,55,41,49,108
Acbd3,698,890,703,1463
Gm37768,26,64,45,69
Gm38293,3,8,6,3
H3f3a,494,513,639,1147
H3f3aos,6,12,10,12
Sde2,326,180,266,571
Pycr2,106,173,149,260
Lefty1,7,11,11,8
Tmem63a,458,528,336,812
2210411M09Rik,5,13,9,11
Ephx1,48,76,52,136
Nvl,427,500,384,744
Cnih4,85,96,90,136
Wdr26,1119,1148,1019,2378
Gm57146,62,93,59,125
A430110L20Rik,4,9,6,14
Dnah14,1,0,1,4
Lbr,228,182,171,414
Enah,2043,2127,2042,4251
Srp9,101,115,134,201
Gm33887,6,10,16,13
Degs1,61,87,57,86
Fbxo28,281,382,374,680
Trp53bp2,221,250,217,431
Capn2,300,363,299,462
Gm37885,1,3,1,1
Capn8,12,8,7,22
Susd4,63,86,44,124
Tlr5,2,0,1,0
Disp1,259,271,211,451
Brox,158,274,212,401
Aida,120,207,131,253
Mia3,1473,1540,1232,3022
Gm34102,29,39,32,47
Taf1a,143,171,142,252
Gm37986,2,4,2,4
Hhipl2,1,2,1,3
Gm34068,7,18,11,11
Dusp10,2015,1941,2535,4731
1700056E22Rik,9,9,10,6
Hlx,0,0,0,2
Mtarc1,7,1,2,19
Mtarc2,107,147,128,257
C130074G19Rik,0,2,0,1
Mark1,588,664,548,1047
Gm38251,4,21,24,37
Rab3gap2,1139,1375,1097,2383
Gm34882,2,6,2,5
Iars2,401,442,429,857
Bpnt1,131,142,111,266
4930532G15Rik,17,27,22,24
Eprs,2017,1412,2046,5713
Lyplal1,320,394,432,745
Gm35546,1,3,5,19
Tgfb2,161,84,151,581
Rrp15,54,76,70,103
A430105J06Rik,10,16,22,28
Spata17,82,90,70,101
Gpatch2,978,1214,968,1868
Gm38155,1,11,8,26
Gm37896,6,2,1,4
Esrrg,2793,4078,2942,5424
Gm55759,6,18,4,9
Gm38064,0,0,3,5
Ush2a,1077,1695,692,1633
Kctd3,303,335,284,542
Kcnk2,94,55,106,363
Cenpf,4,9,20,10
Ptpn14,235,104,156,396
Gm37422,3,9,3,7
Smyd2,222,314,225,545
Prox1,1582,1564,1512,4318
Gm28172,8,6,10,11
Gm57154,8,13,8,20
Prox1os,232,303,183,519
Rps6kc1,572,604,517,1081
Angel2,229,266,236,444
Vash2,0,5,1,4
Gm31373,4,23,3,8
Flvcr1,222,262,298,515
A230020J21Rik,1,0,3,4
Tatdn3,146,123,132,279
Batf3,1,3,0,0
Garin4,47,12,5,87
Atf3,5339,3105,3691,8556
D730003I15Rik,15,34,27,39
Gm37168,0,1,0,1
Nenf,71,96,82,142
Pacc1,80,87,77,142
Ppp2r5a,1163,1162,1217,2429
Gm32200,14,10,10,11
Gm37432,1,2,2,4
Dtl,11,2,5,26
Ints7,244,296,249,476
Lpgat1,704,881,679,1211
1700034H15Rik,31,17,23,69
Slc30a1,47,34,39,62
Gm26670,3,5,4,10
Traf5,66,84,50,57
Gm26879,3,8,18,13
Rcor3,385,516,344,738
Gm10516,68,76,58,110
Kcnh1,95,120,6,67
Hhat,196,173,192,359
Sertad4,2,4,4,8
Syt14,1309,1424,1510,2902
Utp25,138,182,106,274
Irf6,115,200,115,248
A130010J15Rik,21,25,23,59
Gm57171,0,5,1,4
Traf3ip3,23,26,0,0
Lamb3,7,16,0,3
Hsd11b1,13,15,0,0
G0s2,0,0,0,0
Camk1g,14,15,20,51
Mir205hg,7,12,22,19
Gm31870,21,23,28,36
Gm6403,1,1,1,0
Plxna2,1451,1541,1306,3554
Cd34,6,0,1,7
Gm16897,48,48,34,85
A330023F24Rik,1211,1458,1338,2658
Gm32250,28,37,34,67
Gm37027,9,16,19,14
Cd46,145,113,166,314
Cr1l,272,363,349,555
Cr2,19,15,1,3
Fam171a1,501,495,493,857
Nmt2,1077,997,1032,2153
Rpp38,49,58,59,68
Olah,0,0,1,7
Meig1,60,85,137,167
Dclre1c,678,515,586,1367
Suv39h2,9,12,13,17
Gm13184,28,7,39,53
Hspa14,375,209,327,1056
Gm45902,140,72,98,261
Cdnf,8,20,14,20
Fam107b,614,427,655,2078
Gm13185,0,2,2,9
Frmd4a,923,1260,925,1498
Gm10862,2,10,7,9
Gm38085,1,7,11,9
Gm37814,5,4,1,5
Gm37107,4,6,10,8
Gm38348,2,10,2,5
Gm13187,2,3,1,2
Gm36988,10,12,4,15
Prpf18,312,326,259,549
Bend7,2452,3139,2602,5430
Sephs1,113,159,135,246
Phyh,350,531,580,989
Mcm10,8,11,7,21
Optn,363,224,406,899
4930551O13Rik,2,6,10,20
Ccdc3,251,254,116,334
Camk1d,9937,7479,11729,12976
Cdc123,483,613,565,1102
Nudt5,136,273,203,252
Gm13199,3,4,3,10
Sec61a2,305,349,348,668
Dhtkd1,82,76,69,112
Upf2,1634,1335,1515,2847
Proser2,3,4,2,5
Echdc3,54,50,51,114
A230108P19Rik,1,5,3,2
Usp6nl,392,379,321,626
Celf2,3913,5171,4145,7781
Gm10855,29,29,19,46
Gm10115,49,65,61,117
Taf3,861,828,928,1803
Atp5c1,367,524,397,670
Kin,264,315,204,503
Itih2,15,8,12,26
Itih5,7,8,17,20
Gm13261,11,16,7,16
Sfmbt2,152,110,113,256
Prkcq,67,95,0,0
8030442B05Rik,2,0,4,1
Pfkfb3,46,56,12,134
Gm10851,2,2,0,2
Rbm17,183,204,141,339
Il2ra,21,13,1,1
Il15ra,157,173,187,275
Fbh1,259,341,182,390
Ankrd16,185,223,259,427
Itga8,3,8,0,4
Mindy3,312,394,382,730
Pter,31,55,26,43
Rsu1,472,546,476,958
Gm13270,3,15,20,16
Cubn,2,2,6,4
Trdmt1,64,68,87,129
Vim,6,11,0,2
St8sia6,247,234,116,307
Hacd1,145,134,141,296
Stamos,5,10,6,5
Stam,284,280,258,518
Mrc1,4,7,6,11
Cacnb2,17699,20167,17597,33923
Gm10848,128,264,206,377
Gm13269,105,185,225,321
Nsun6,231,276,286,508
Arl5b,426,366,377,1155
Malrd1,8,14,11,12
Plxdc2,767,457,392,1331
Nebl,90,163,51,162
A930004D18Rik,4,1,2,2
Gm57453,0,0,1,3
Skida1,13,13,7,8
1810059C17Rik,3,6,4,1
Mllt10,2636,2907,2541,5140
Dnajc1,3879,4309,3926,7886
Commd3,124,162,185,236
Bmi1,97,64,60,147
Spag6,0,1,6,7
Gm3363,18,33,45,60
Gm57429,9,26,26,31
Pip4k2a,472,497,280,647
4930426L09Rik,0,0,0,3
Armc3,2,1,0,2
Msrb2,104,108,161,267
Gm33940,1,2,1,2
Otud1,7,18,10,13
Etl4,1636,1594,1685,3416
Arhgap21,2047,1921,1828,3913
Gm13380,3,1,1,4
Gm13375,12,15,14,16
Gm57438,9,8,6,5
Enkur,31,46,82,93
Thnsl1,36,94,52,91
Gm13327,6,5,0,2
Gpr158,1731,1057,195,1781
Myo3a,24,56,37,23
Gad2,1,3,1,3
Apbb1ip,45,40,1,2
Pdss1,140,184,225,301
Abi1,1169,1201,1137,2443
Acbd5,639,711,739,1338
Mastl,23,22,30,55
Yme1l1,1047,1111,1086,2122
Potegl,37,19,21,73
Spopl,491,629,545,1164
Hnmt,39,20,44,52
Psd4,21,18,8,17
Cacna1b,393,311,344,796
Ehmt1,1258,1544,1237,2515
Arrdc1,108,99,110,179
Zmynd19,50,39,25,65
Dph7,71,83,51,81
Mrpl41,16,27,23,47
Pnpla7,243,241,278,515
Nsmf,73,69,67,122
Gm13387,0,0,0,0
Nrarp,2,4,0,2
Tor4a,4,0,2,7
Nelfb,132,157,109,243
Fam166a,4,4,0,7
Tubb4b,212,111,196,435
Cysrt1,2,0,4,2
Rnf208,20,14,20,38
Ndor1,163,210,193,335
Tmem203,5,7,15,8
Tprn,8,13,11,12
Ssna1,9,26,13,37
Anapc2,177,150,133,323
Grin1,43,40,13,35
Grin1os,0,2,0,2
Man1b1,125,125,110,201
Dpp7,29,42,48,57
Gm46732,0,2,1,0
Uap1l1,21,8,20,26
Entpd2,2,0,1,4
Npdc1,110,165,97,223
Abca2,96,125,65,145
Paxx,32,47,50,87
C8g,0,3,4,5
Fbxw5,99,126,83,232
Traf2,62,103,53,83
Edf1,21,63,23,62
Mamdc4,6,6,3,6
Phpt1,4,7,7,3
Ajm1,12,9,3,6
Rabl6,974,1207,885,1960
Fcnaos,1,1,2,13
Gm57475,2,3,3,1
Tmem141,5,13,15,9
Bmyc,7,23,7,19
Kcnt1,4,3,9,18
Camsap1,501,535,361,932
Ubac1,116,163,98,174
Nacc2,64,88,54,144
Tmem250-ps,31,48,38,71
1810012K08Rik,6,8,3,10
Lhx3,0,0,0,1
Qsox2,131,175,138,290
Gpsm1,217,239,186,444
Dnlz,21,30,20,35
Card9,0,2,0,2
Gm13562,12,28,20,19
Snapc4,195,248,144,287
Gm13563,126,137,112,194
Entr1,146,203,160,295
Pmpca,194,151,137,327
Inpp5e,63,56,69,131
Sec16a,1021,1205,858,2182
0610009E02Rik,40,86,71,92
Notch1,208,212,136,242
Egfl7,8,11,0,6
Agpat2,20,24,20,40
Gm57466,1,2,1,4
Dipk1b,10,11,18,22
Snhg7,75,115,92,150
Surf6,71,58,43,94
Med22,25,27,28,65
Rpl7a,94,123,117,126
Surf1,19,20,21,46
Surf2,31,60,32,73
Surf4,145,233,194,353
Stkld1,4,4,4,6
Rexo4,124,151,98,195
Cacfd1,111,188,138,284
Slc2a6,3,6,0,2
Adamtsl2,1,1,0,3
Sardh,1,0,0,0
Vav2,150,208,143,183
Brd3os,9,9,16,8
Brd3,444,403,372,623
Wdr5,132,158,119,270
Gm13421,75,154,57,148
Rxra,380,338,280,905
Col5a1,1,0,1,3
F730016J06Rik,37,26,82,121
Olfm1,94,49,68,199
Gm13373,2,0,1,7
Ppp1r26,22,34,15,41
Pierce1,0,5,4,6
Mrps2,17,14,14,20
Gbgt1,2,3,3,8
Gm10134,4,5,2,3
Ralgds,392,269,408,713
Cel,1,2,1,1
Gm13381,7,17,18,29
Gtf3c5,86,108,116,159
Tsc1,1037,1051,1036,2064
Spaca9,12,10,22,26
Ak8,73,120,102,147
Gtf3c4,100,97,77,168
Ddx31,222,283,146,434
Barhl1,2,8,1,11
Cfap77,93,115,182,272
Ttf1,270,319,276,479
Gm13393,3,1,5,8
Setx,796,742,618,1360
Ntng2,18,18,5,7
6530402F18Rik,1,1,2,0
Med27,737,778,557,1316
Gm13402,12,47,27,44
Rapgef1,1254,1087,844,2346
Gm13420,69,105,105,194
Trub2,128,169,106,240
Coq4,28,43,33,70
Slc27a4,51,34,41,65
Urm1,93,98,92,186
Cercam,5,1,4,8
Odf2,839,803,917,1638
Gle1,147,154,260,347
Sptan1,1880,1698,1386,2877
Dync2i2,145,204,179,232
Set,181,223,151,292
Pkn3,0,2,2,0
Zdhhc12,12,21,23,40
Zer1,341,381,388,672
Tbc1d13,67,86,61,128
Endog,10,10,14,14
Spout1,66,91,61,118
Kyat1,110,132,105,130
1700084E18Rik,1,5,2,4
Lrrc8a,80,68,56,165
Phyhd1,8,10,5,15
Dolk,13,12,12,25
Nup188,226,241,192,339
Gm14471,7,13,14,20
Sh3glb2,133,138,97,197
Miga2,102,143,106,188
Dolpp1,31,41,29,48
Crat,96,80,65,152
Gm16323,0,0,2,4
Ptpa,291,391,283,546
Ier5l,2,2,1,0
Cstad,26,12,38,47
9330198N18Rik,53,50,38,76
Gm14486,0,5,1,0
Gm57432,1,3,1,2
1700001O22Rik,0,2,0,0
Ntmt1,205,192,172,384
Asb6,29,49,32,54
Prrx2,9,4,8,10
Ptges,143,285,112,218
Tor1b,204,253,152,295
Tor1a,75,94,70,119
BC005624,250,216,275,580
Usp20,249,404,252,497
Fnbp1,891,745,619,1206
D330023K18Rik,9,49,34,55
Gpr107,704,898,570,1401
Gm13405,1,6,3,4
Ncs1,173,195,115,258
Hmcn2,2,1,0,1
Ass1,24,6,8,6
Fubp3,255,367,292,523
Exosc2,42,42,35,62
Gm13427,11,9,10,12
Abl1,742,727,614,1189
Nup214,543,532,504,1100
Fam78a,3,8,0,0
Plpp7,23,38,26,49
Prrc2b,1972,2081,1410,2933
Gm13610,3,0,4,6
Pomt1,69,74,51,127
Uck1,55,59,49,108
Swi5,110,170,166,272
Golga2,437,513,380,845
Dnm1,17,28,24,16
Ciz1,210,258,200,365
Bbln,7,23,11,15
Ptges2,13,22,16,32
Slc25a25,315,289,276,678
Naif1,4,7,4,6
Eeig1,331,272,224,433
Dpm2,58,73,83,163
Pip5kl1,1,4,1,1
St6galnac4,36,39,20,54
St6galnac6,42,72,56,92
Ak1,17,20,19,26
Eng,15,27,0,9
Fpgs,30,61,48,71
Cdk9,127,84,78,199
Sh2d3c,9,24,8,18
Ttc16,43,35,31,52
Tor2a,26,31,22,52
Ptrh1,2,6,2,6
Cfap157,14,15,11,23
Stxbp1,1113,1357,1101,2346
Gm13524,8,10,9,13
Gm13523,0,2,1,1
Niban2,784,558,572,1250
Lrsam1,106,160,100,178
Rpl12,88,115,90,120
Gm57435,4,6,3,4
Slc2a8,29,29,38,71
Garnl3,149,73,159,335
Ralgps1,1684,1822,1335,3101
Gm13528,11,20,12,22
Angptl2,21,56,26,56
Zbtb34,43,86,42,78
Zbtb43,86,133,102,191
Lmx1b,112,113,29,94
C130021I20Rik,16,7,2,8
Mvb12b,305,285,269,463
Nron,3,0,1,3
Pbx3,1336,1545,895,2639
C79798,8,16,3,10
Mapkap1,1275,1596,1205,2523
Gapvd1,1120,1123,964,1953
Gm57458,1,1,1,2
Hspa5,8890,3403,4218,11120
Rabepk,68,93,85,153
Gm57450,41,43,54,125
Fbxw2,222,272,288,590
Psmd5,64,109,67,134
Gm57465,3,12,8,7
Cutal,19,20,25,19
Phf19,4,2,0,2
Traf1,14,14,0,0
AI182371,27,19,24,43
Cntrl,596,515,532,911
Rab14,556,661,612,1338
Gm13605,2,1,1,4
Gsn,85,121,64,126
Stom,0,6,2,5
4930402F06Rik,0,0,0,3
Ggta1,22,16,15,35
Dab2ip,460,465,392,757
Ttll11,133,197,124,380
Ndufa8,32,37,19,51
Lhx6,0,1,0,1
Rbm18,143,154,151,376
Mrrf,145,139,172,291
Ptgs1,0,0,0,0
Pdcl,25,34,30,42
Rc3h2,782,841,815,1598
Zbtb6,43,70,33,61
Gm57468,2,5,4,9
Zbtb26,30,86,43,48
Rabgap1,1658,1922,1852,3367
Strbp,2206,2428,2436,4733
Gpr21,46,46,26,74
Crb2,1,0,2,4
Dennd1a,3951,4520,3918,7499
Nek6,12,15,14,32
Psmb7,331,323,306,659
Nr6a1,4024,4198,4198,8459
Nr6a1os,67,95,106,166
Olfml2a,0,3,1,3
Wdr38,1,8,9,16
Rpl35,52,74,56,81
Arpc5l,86,127,70,161
Golga1,804,1104,796,1484
Scai,843,1027,919,1751
Ppp6c,359,435,413,1018
Lrp1b,25,13,8,12
Gm54112,1,1,5,3
Kynu,11,12,1,0
Arhgap15,443,573,1,15
Gtdc1,659,805,842,1725
Gm57460,5,9,11,12
Zeb2,35,97,5,21
Zeb2os,1,1,0,1
Vis1,0,0,1,0
Gm13470,0,0,0,2
Gm13481,5,8,16,23
Acvr2a,1032,911,967,2035
Orc4,539,587,548,1073
Mbd5,5560,5437,5859,11982
Epc2,1103,904,1159,2498
Kif5c,1059,1149,881,2051
Lypd6b,2,12,1,15
Lypd6,1,4,5,10
Mmadhc,102,121,102,203
Gm13483,286,300,311,559
Gm48908,5,1,7,8
Rnd3,172,129,243,295
Rbm43,85,128,81,146
Nmi,118,120,137,263
Tnfaip6,0,0,0,0
Rif1,1259,1100,901,1785
Neb,108,126,117,201
Gm13522,3,7,6,12
Arl5a,392,399,264,639
A430018G15Rik,2,4,3,7
Cacnb4,186,85,213,561
Stam2,576,691,695,1150
Fmnl2,2359,3172,2402,4603
Prpf40a,1022,1106,964,1928
Arl6ip6,136,175,171,242
Galnt13,5134,5004,4150,10639
Gm14033,2,2,4,2
Kcnj3,2967,3528,2663,6694
Nr4a2,1190,513,1323,5449
BB557941,104,161,240,252
A930012O16Rik,5,9,19,20
Gpd2,921,1122,976,1977
Cytip,41,75,1,0
Acvr1c,338,416,648,756
Gm13544,3,0,8,5
Acvr1,935,1144,753,1801
Upp2,624,977,685,1122
Ccdc148,730,753,860,1396
Pkp4,2382,2421,2281,4815
5330411J11Rik,1,2,0,1
Dapl1,23,253,104,120
Gm53240,63,85,95,162
Tanc1,1419,1909,1436,2909
Wdsub1,216,293,221,497
Baz2b,5183,5428,4678,10758
Gm13572,0,3,0,7
Gm57470,13,5,9,19
Gm13620,3,4,4,4
Marchf7,1673,1287,1471,3370
Cd302,2,3,13,12
Ly75,114,97,75,188
Pla2r1,1,1,0,5
Itgb6,11,6,18,30
Rbms1,322,395,318,561
Tank,287,314,253,454
Psmd14,493,706,621,1124
Tbr1,4,1,1,6
Slc4a10,226,372,254,243
Dpp4,320,555,677,675
Gm13561,28,31,23,63
Gm13565,21,5,4,38
Gcg,77561,113470,283467,253733
Fap,24,21,29,55
Ifih1,395,777,534,1005
Gca,273,463,399,626
Kcnh7,47,43,11,83
Fign,5,28,30,73
Grb14,837,955,1069,2144
Cobll1,2081,2257,2331,5073
Gm13594,4,20,21,29
Slc38a11,76,70,66,146
Scn3a,2183,2308,2376,5108
Gm34833,9,20,22,25
Scn2a,165,192,135,310
Csrnp3,5,12,5,7
Galnt3,8,1,1,12
Ttc21b,201,258,244,392
Scn1a,46,21,27,52
Gm13630,5,2,4,1
Gm13629,32,36,18,79
Scn9a,1202,852,684,2265
Scn7a,2,0,1,2
Xirp2,0,1,2,2
B3galt1,301,162,148,342
Stk39,757,933,649,1334
Gm13596,1,2,0,0
4932414N04Rik,4,0,2,3
Cers6,2246,2193,1821,4430
Gm57462,21,33,29,44
Nostrin,602,1182,737,2461
Spc25,327,387,353,1099
G6pc2,347,253,92,492
Abcb11,8,15,7,31
Gm13613,36,68,57,117
Bbs5,73,110,136,168
Klhl41,12,9,11,10
Fastkd1,115,136,101,206
Ppig,1154,1023,1034,2156
Ccdc173,223,276,290,468
Phospho2,98,79,99,167
Klhl23,21,29,15,16
Ssb,736,588,640,1284
Mettl5,64,97,72,141
Gm13625,3,2,2,1
Mettl5os,12,11,21,15
Ubr3,2193,2140,2090,4415
Myo3b,24,32,6,9
Gad1os,7,5,2,11
Erich2,4,0,3,5
Gad1,89,115,9,120
Gm26558,1,2,3,3
Gorasp2,1172,1192,1326,2832
Tlk1,1514,1650,1397,3347
Mettl8,209,300,221,450
Dcaf17,446,578,542,963
Cybrd1,5,1,6,11
Dync1i2,901,1092,984,1788
Slc25a12,855,966,769,1687
Hat1,170,122,202,376
Metap1d,719,917,991,1679
Dlx1as,20,22,32,30
Itga6,162,186,132,262
Pdk1,222,264,238,457
Rapgef4,5922,8844,5535,12870
Rapgef4os1,70,173,97,189
Rapgef4os2,11,18,20,36
Rapgef4os3,3,7,4,14
Map3k20,313,495,740,944
Cdca7,3,0,2,4
6430710C18Rik,4,5,2,1
Sp3,424,491,406,750
Sp3os,77,98,87,119
Ola1,324,579,426,846
Cir1,334,335,330,719
Scrn3,150,204,276,395
Gpr155,34,39,37,92
Gm13703,0,0,0,2
D230022J07Rik,35,58,40,69
Gm13707,7,7,6,9
Wipf1,657,807,565,1277
Gm13708,11,19,19,23
Chrna1os,30,28,24,50
Chn1os3,48,59,43,76
Chn1,567,430,438,914
Atf2,871,1036,1087,2084
Atp5g3,43,42,48,73
Lnpk,287,254,317,577
Hoxd8,0,0,0,0
Hoxd3,0,0,0,0
Hoxd4,0,0,0,0
Mtx2,243,334,271,457
Gm13652,0,0,0,2
2600014E21Rik,8,3,6,18
Gm39859,13,12,10,28
Hnrnpa3,1289,1243,1221,2334
Nfe2l2,265,229,246,448
E030042O20Rik,6,7,14,13
Agps,482,544,580,1114
Ttc30b,2,4,10,5
Ttc30a1,4,3,7,2
Pde11a,27,14,11,26
Rbm45,90,93,88,161
Osbpl6,2528,2324,2284,4457
Prkra,85,181,152,254
Fkbp7,189,214,217,449
Plekha3,138,196,150,308
Ttn,63,34,2,17
Gm13938,10,12,11,25
Ccdc141,47,17,33,140
Sestd1,398,483,402,866
Zfp385b,7,2,8,21
Cwc22,317,309,268,672
Gm14461,2,3,5,9
Ube2e3,517,572,496,1041
Gm57446,14,15,16,23
Itga4,109,162,35,55
Cerkl,1249,2176,1544,2598
Neurod1,797,636,666,1116
Itprid2,283,199,170,455
Pde1a,116,60,94,216
Dnajc10,526,744,524,1179
Frzb,33,35,6,28
Nckap1,1789,2151,1805,3528
Dusp19,23,27,33,46
Nup35,132,159,179,291
Zfp804a,8,27,0,19
Zc3h15,676,652,684,1291
Itgav,1289,1200,1233,3115
Gm13684,52,44,67,159
Fam171b,132,102,153,273
Calcrl,21,15,5,21
Tfpi,32,38,34,68
Gm13710,6,9,5,5
Ctnnd1,928,1148,1186,2520
Selenoh,11,7,6,11
Tmx2,53,100,82,138
Med19,30,51,56,64
Zdhhc5,154,194,160,348
Clp1,25,12,24,34
Ypel4,174,128,159,323
Gm19426,0,1,0,0
Serping1,137,133,218,346
Ube2l6,10,7,9,25
Timm10,6,5,6,10
Slc43a1,1,1,0,0
Slc43a3,8,11,0,8
P2rx3,57,66,39,81
Ssrp1,227,191,156,392
Tnks1bp1,155,89,115,300
4930443O20Rik,1,3,9,12
Aplnr,0,0,1,2
Lrrc55os,2,4,3,4
Lrrc55,2,2,0,1
Or5m3b,16,16,21,36
Or5aq7,1,1,0,0
Or4a39,1,3,5,2
Ptprj,3129,3082,2825,6462
4933423P22Rik,11,25,20,41
Nup160,333,378,272,634
Fnbp4,959,880,772,1729
Agbl2,8,18,2,37
Mtch2,264,346,305,634
C1qtnf4,13,0,12,2
Ndufs3,130,204,123,236
Kbtbd4,18,29,32,38
Ptpmt1,74,71,93,133
Celf1,1568,1898,1543,3047
Rapsn,0,0,1,2
Gm13778,5,13,7,9
Psmc3,84,118,68,183
Slc39a13,122,183,141,236
Gm57424,0,3,2,6
Spi1,4,3,0,0
Mybpc3,0,0,0,2
Madd,479,458,320,763
Nr1h3,0,7,2,1
Acp2,103,108,88,173
Ddb2,128,184,154,280
A330069E16Rik,15,18,30,42
Pacsin3,1,0,0,0
Arfgap2,172,185,188,357
Cstpp1,1251,1296,1296,2409
Lrp4,0,1,1,1
Ckap5,905,857,763,1607
F2,7,5,8,11
Zfp408,106,92,108,187
Arhgap1,229,237,150,419
Atg13,449,572,558,1067
Harbi1,37,67,31,69
Ambra1,2301,2697,2492,4664
Chrm4,2,0,1,3
Mdk,13,1,7,21
Dgkz,617,585,332,1292
Gm9821,6,8,1,14
Creb3l1,35,35,16,24
Phf21a,5242,5922,4680,9755
Large2,30,48,47,66
Pex16,34,60,47,80
Frey1,9,4,5,12
Mapk8ip1,244,298,183,380
Cry2,3549,1895,3509,9324
D930015M05Rik,94,70,120,280
Slc35c1,16,31,26,40
Gm13814,2,4,4,2
Gm13791,159,145,229,371
Syt13,2563,2729,2428,4658
Prdm11,128,151,136,241
4631405J19Rik,1,1,4,2
Trp53i11,65,37,74,61
Tspan18,12,8,9,7
Gm13807,4,4,2,5
Cd82,204,185,198,320
Gm10804,2,3,7,4
Ext2,664,557,643,1178
Accs,43,55,42,105
Accsl,0,1,3,3
Gm13889,4,5,1,4
Alkbh3,262,335,382,634
Hsd17b12,1067,942,1172,3481
Mir670hg,501,1355,548,1723
Ttc17,700,901,706,1465
2810002D19Rik,10,12,5,18
Api5,534,371,454,933
Lrrc4c,83,10,15,146
Iftap,160,204,219,356
Traf6,108,147,137,205
Prr5l,0,1,2,3
Commd9,36,65,43,64
Ldlrad3,261,436,295,480
Gm13919,7,29,13,21
Trim44,1517,1764,1746,3176
Fjx1,2,0,0,3
Pamr1,459,545,510,1083
Slc1a2,2,2,0,0
Cd44,72,103,14,39
Pdhx,107,174,169,302
Apip,53,60,57,95
Ehf,361,323,378,644
Cat,5,14,3,3
Abtb2,48,77,4,13
Nat10,215,225,186,449
Caprin1,964,1026,1091,1833
Lmo2,8,4,0,2
4931422A03Rik,0,1,1,1
Fbxo3,466,531,498,1064
Cd59b,19,19,15,54
Cd59a,12,15,14,25
D430041D05Rik,3,2,0,5
Hipk3,844,1044,941,2147
Cstf3,1019,1364,1343,2911
Tcp11l1,259,396,300,533
Depdc7,1,9,1,10
Qser1,534,536,467,832
2310047K21Rik,7,25,11,13
Prrg4,60,32,52,135
Ccdc73,10,13,22,28
Eif3m,157,250,191,352
Rcn1,128,179,144,206
Pax6os1,523,403,435,861
Paupar,102,60,55,166
Gm57419,38,29,53,64
Pax6,3022,2693,2148,4665
Elp4,1881,2167,2070,3676
Gm13954,7,0,6,8
Immp1l,582,776,723,1218
